billing_class,billing_code, billing_code_type, billing_code_modifier
"professional","95056","CPT","[]"
"professional","T1024","HCPCS","['U1']"
"professional","81105","CPT","[]"
"professional","90744","CPT","[]"
"professional","E1085","HCPCS","['UE']"
"professional","57160","CPT","[]"
"professional","45327","CPT","['U1']"
"professional","67120","CPT","[]"
"professional","Q4271","HCPCS","[]"
"professional","Q2043","HCPCS","[]"
"professional","11643","CPT","['U1']"
"professional","78812","CPT","['26']"
"institutional","02PA3RZ","ICD","[]"
"professional","83945","CPT","['TC']"
"institutional","48145","CPT","[]"
"professional","A6534","HCPCS","[]"
"professional","36012","CPT","[]"
"professional","81209","CPT","[]"
"professional","28225","CPT","[]"
"professional","73202","CPT","[]"
"professional","90875","CPT","[]"
"professional","64492","CPT","[]"
"professional","E2101","HCPCS","['26']"
"institutional","49190","CPT","[]"
"professional","76510","CPT","[]"
"professional","57311","CPT","[]"
"professional","L5105","HCPCS","['NU']"
"professional","81374","CPT","[]"
"professional","99192","CPT","[]"
"institutional","27676","CPT","[]"
"professional","84466","CPT","[]"
"professional","43242","CPT","[]"
"professional","28054","CPT","[]"
"institutional","0DV64CZ","ICD","[]"
"professional","27422","CPT","[]"
"institutional","47544","CPT","[]"
"institutional","47550","CPT","[]"
"institutional","27840","CPT","[]"
"professional","E0650","HCPCS","[]"
"professional","85670","CPT","['26']"
"professional","E0657","HCPCS","['KJ']"
"institutional","PET","CSTM-ALL","[]"
"professional","27265","CPT","['U1']"
"institutional","61596","CPT","[]"
"institutional","61582","CPT","[]"
"professional","82272","CPT","['QW']"
"professional","26499","CPT","['U1']"
"professional","87084","CPT","['27']"
"professional","72202","CPT","['27']"
"institutional","58350","CPT","[]"
"professional","80414","CPT","['26']"
"professional","88344","CPT","['26']"
"institutional","55041","CPT","[]"
"professional","A9276","HCPCS","[]"
"professional","92018","CPT","['TC']"
"professional","T2035","HCPCS","[]"
"professional","L1030","HCPCS","[]"
"professional","63663","CPT","[]"
"professional","91120","CPT","['U1']"
"professional","42821","CPT","['U1']"
"professional","73701","CPT","['U1']"
"institutional","0755","MS-DRG","[]"
"professional","66170","CPT","['U1']"
"professional","80178","CPT","['27']"
"professional","15821","CPT","['U1']"
"professional","J0743","HCPCS","[]"
"professional","V2782","HCPCS","[]"
"institutional","0815","RC","[]"
"professional","86885","CPT","['TC']"
"professional","L2768","HCPCS","[]"
"professional","54324","CPT","['U1']"
"institutional","23660","CPT","[]"
"professional","35142","CPT","[]"
"professional","21011","CPT","[]"
"professional","87806","CPT","['QW']"
"professional","J3250","HCPCS","[]"
"professional","88331","CPT","[]"
"institutional","43257","CPT","[]"
"professional","E0443","HCPCS","[]"
"institutional","43243","CPT","[]"
"professional","89310","CPT","['U1']"
"professional","E2310","HCPCS","['NU','KE']"
"professional","87652","CPT","['TC']"
"institutional","32488","CPT","[]"
"institutional","65285","CPT","[]"
"professional","82436","CPT","['TC']"
"professional","63281","CPT","[]"
"professional","93283","CPT","['U1']"
"professional","92974","CPT","[]"
"professional","85705","CPT","['26']"
"professional","87340","CPT","['U1']"
"professional","27310","CPT","['U1']"
"professional","01430","CPT","[]"
"professional","A4637","HCPCS","['UE','KE']"
"professional","97755","CPT","['U1']"
"institutional","31365","CPT","[]"
"professional","32561","CPT","['U1']"
"professional","15823","CPT","[]"
"institutional","0546","MS-DRG","[]"
"professional","70310","CPT","['U1']"
"professional","K0842","HCPCS","[]"
"professional","88361","CPT","['TC']"
"institutional","0795T","CPT","[]"
"professional","97161","CPT","['GT']"
"professional","G0013","HCPCS","['95']"
"professional","A4593","HCPCS","[]"
"professional","A9608","HCPCS","[]"
"professional","44620","CPT","[]"
"professional","25259","CPT","['U1']"
"professional","81002","CPT","['26']"
"professional","99347","CPT","['26']"
"institutional","0D198ZB","ICD","[]"
"professional","97157","CPT","[]"
"institutional","0JH804Z","ICD","[]"
"professional","91035","CPT","['27']"
"professional","J3465","HCPCS","[]"
"professional","86331","CPT","['TC']"
"professional","S0518","HCPCS","[]"
"institutional","33370","CPT","[]"
"professional","92549","CPT","[]"
"professional","70370","CPT","['27']"
"professional","31601","CPT","[]"
"institutional","69155","CPT","[]"
"institutional","33364","CPT","[]"
"institutional","64569","CPT","[]"
"professional","E0162","HCPCS","['NU']"
"professional","81383","CPT","['TC']"
"institutional","0UJD7ZZ","ICD","[]"
"professional","87320","CPT","['27']"
"institutional","33475","CPT","[]"
"institutional","69644","CPT","[]"
"professional","85347","CPT","['U1']"
"institutional","64555","CPT","[]"
"institutional","69650","CPT","[]"
"professional","E0276","HCPCS","[]"
"professional","21260","CPT","[]"
"professional","20816","CPT","['U1']"
"professional","E1005","HCPCS","['NU','KE']"
"professional","K0056","HCPCS","[]"
"professional","82128","CPT","[]"
"professional","00921","CPT","[]"
"professional","K0861","HCPCS","['KJ']"
"professional","C1716","HCPCS","[]"
"professional","97804","CPT","['GT']"
"professional","76937","CPT","['26']"
"professional","93925","CPT","[]"
"professional","G0426","HCPCS","['GT']"
"professional","33967","CPT","['U1']"
"professional","88140","CPT","[]"
"professional","E2368","HCPCS","['KI']"
"professional","87536","CPT","[]"
"institutional","0373","MS-DRG","[]"
"professional","96377","CPT","[]"
"professional","52290","CPT","[]"
"professional","67882","CPT","[]"
"professional","45400","CPT","[]"
"professional","92310","CPT","['U1']"
"professional","78261","CPT","['U1']"
"professional","96139","CPT","['HA']"
"professional","99203","CPT","['95']"
"professional","82705","CPT","['U1']"
"professional","87561","CPT","['U1']"
"professional","92583","CPT","['26']"
"professional","K0821","HCPCS","[]"
"professional","88283","CPT","['U1']"
"professional","88161","CPT","[]"
"professional","87517","CPT","[]"
"professional","77091","CPT","['TC']"
"institutional","21360","CPT","[]"
"professional","E0215","HCPCS","[]"
"professional","27290","CPT","[]"
"professional","H2000","HCPCS","['HP']"
"professional","30400","CPT","[]"
"institutional","0348","MS-DRG","[]"
"professional","76080","CPT","['27']"
"professional","11201","CPT","[]"
"professional","E1220","HCPCS","['NU']"
"institutional","21465","CPT","[]"
"institutional","21348","CPT","[]"
"professional","87073","CPT","['TC']"
"professional","31624","CPT","['U1']"
"professional","E2612","HCPCS","['RR','NU','KE']"
"professional","L8044","HCPCS","['TC']"
"professional","57061","CPT","['U1']"
"professional","L5651","HCPCS","['NU']"
"professional","46288","CPT","['U1']"
"professional","15610","CPT","['U1']"
"professional","24930","CPT","['U1']"
"professional","92568","CPT","[]"
"professional","E0483","HCPCS","['26']"
"professional","15733","CPT","[]"
"institutional","69440","CPT","[]"
"professional","K0879","HCPCS","[]"
"institutional","33665","CPT","[]"
"professional","J0901","HCPCS","[]"
"professional","10021","CPT","[]"
"institutional","33853","CPT","[]"
"institutional","0310","MS-DRG","[]"
"professional","K0800","HCPCS","['NU']"
"professional","49424","CPT","['U1']"
"professional","A5120","HCPCS","['AU']"
"professional","J9208","HCPCS","[]"
"institutional","D020JZZ","ICD","[]"
"professional","44110","CPT","['U1']"
"professional","Q4001","HCPCS","[]"
"professional","G9485","HCPCS","['GQ']"
"professional","97811","CPT","['U1']"
"professional","41113","CPT","[]"
"professional","E2326","HCPCS","['NU','RR','KE']"
"professional","55040","CPT","[]"
"professional","54505","CPT","['U1']"
"institutional","92018","CPT","[]"
"professional","97157","CPT","['HO']"
"professional","95958","CPT","['U1']"
"institutional","52287","CPT","[]"
"professional","10036","CPT","['26']"
"professional","58552","CPT","['U1']"
"professional","E0652","HCPCS","['26']"
"professional","J0720","HCPCS","[]"
"professional","01951","CPT","[]"
"professional","93985","CPT","['26']"
"professional","H2030","HCPCS","[]"
"professional","95816","CPT","['U1']"
"professional","L3380","HCPCS","['NU']"
"institutional","0885T","CPT","[]"
"professional","G8566","HCPCS","[]"
"professional","86806","CPT","[]"
"professional","74430","CPT","[]"
"professional","96127","CPT","[]"
"institutional","43756","CPT","[]"
"professional","K0037","HCPCS","['NU','UE','KE']"
"professional","51703","CPT","[]"
"professional","78201","CPT","['27']"
"professional","70551","CPT","['27']"
"professional","L6881","HCPCS","['NU']"
"institutional","C7521","HCPCS","[]"
"professional","86510","CPT","['TC']"
"professional","96105","CPT","['TC']"
"professional","V5274","HCPCS","[]"
"professional","L1833","HCPCS","['NU']"
"institutional","PATH","CSTM-ALL","[]"
"professional","28002","CPT","['U1']"
"professional","E0743","HCPCS","['NU']"
"professional","92524","CPT","['GT']"
"professional","0698T","CPT","['TC']"
"professional","E1806","HCPCS","['KI']"
"professional","21030","CPT","[]"
"professional","L1240","HCPCS","[]"
"professional","96417","CPT","['U1']"
"professional","E2208","HCPCS","['UE','KE']"
"professional","G0180","HCPCS","['TC']"
"professional","S0316","HCPCS","[]"
"professional","82378","CPT","[]"
"institutional","23470","CPT","[]"
"professional","66150","CPT","[]"
"professional","E0669","HCPCS","['26']"
"institutional","35666","CPT","[]"
"professional","E0116","HCPCS","['UE']"
"professional","80175","CPT","[]"
"professional","C2618","HCPCS","[]"
"institutional","55540","CPT","[]"
"professional","26842","CPT","['U1']"
"professional","86812","CPT","['U1']"
"professional","90901","CPT","['G0']"
"professional","L1847","HCPCS","[]"
"institutional","58140","CPT","[]"
"institutional","58679","CPT","[]"
"institutional","47740","CPT","[]"
"professional","G0397","HCPCS","[]"
"professional","87118","CPT","['26']"
"professional","H2019","HCPCS","['HM']"
"professional","87088","CPT","[]"
"professional","73140","CPT","['27']"
"professional","95148","CPT","['U1']"
"professional","27403","CPT","[]"
"professional","73562","CPT","['26']"
"professional","A6591","HCPCS","['NU']"
"professional","21195","CPT","['U1']"
"professional","L2540","HCPCS","[]"
"professional","80365","CPT","['TC']"
"professional","76706","CPT","['26']"
"professional","55876","CPT","['U1']"
"professional","28039","CPT","['U1']"
"professional","31580","CPT","['U1']"
"professional","K0052","HCPCS","['UE','NU','KE']"
"professional","84110","CPT","['27']"
"institutional","0736","MS-DRG","[]"
"professional","25443","CPT","['U1']"
"professional","78599","CPT","['TC']"
"professional","73223","CPT","[]"
"professional","C2640","HCPCS","[]"
"professional","60280","CPT","['U1']"
"institutional","27472","CPT","[]"
"professional","38562","CPT","['U1']"
"professional","27695","CPT","['U1']"
"professional","J2787","HCPCS","[]"
"professional","92627","CPT","['26']"
"professional","43263","CPT","[]"
"professional","85280","CPT","['26']"
"professional","57330","CPT","[]"
"professional","82232","CPT","['26']"
"institutional","27466","CPT","[]"
"institutional","49491","CPT","[]"
"professional","86039","CPT","['U1']"
"professional","87299","CPT","['TC']"
"professional","E0636","HCPCS","['NU']"
"professional","81355","CPT","[]"
"professional","V2102","HCPCS","['UE']"
"professional","24120","CPT","['U1']"
"professional","E2373","HCPCS","['KC']"
"professional","99238","CPT","['95']"
"professional","E1110","HCPCS","['RR']"
"professional","78606","CPT","['TC']"
"professional","81228","CPT","[]"
"professional","E1355","HCPCS","['NU']"
"professional","21344","CPT","['U1']"
"professional","87106","CPT","['TC']"
"professional","73120","CPT","['U1']"
"professional","87637","CPT","['QW']"
"professional","92265","CPT","['U1']"
"professional","46700","CPT","[]"
"professional","28108","CPT","[]"
"professional","E2631","HCPCS","['NU']"
"professional","L6960","HCPCS","['RR']"
"professional","K0010","HCPCS","['NU']"
"institutional","0917","MS-DRG","[]"
"professional","88147","CPT","['27']"
"professional","59821","CPT","['U1']"
"professional","82670","CPT","['U1']"
"professional","65235","CPT","['U1']"
"professional","67101","CPT","[]"
"professional","44900","CPT","['U1']"
"professional","62287","CPT","['U1']"
"professional","J9043","HCPCS","[]"
"professional","92286","CPT","[]"
"professional","K0730","HCPCS","['UE']"
"professional","E2510","HCPCS","['TC']"
"professional","29863","CPT","['TC']"
"professional","83987","CPT","[]"
"professional","E0575","HCPCS","['KI']"
"professional","S9475","HCPCS","[]"
"professional","19368","CPT","[]"
"professional","L2375","HCPCS","[]"
"institutional","0103","MS-DRG","[]"
"professional","L5724","HCPCS","['NU']"
"professional","A6557","HCPCS","[]"
"professional","75898","CPT","['26']"
"institutional","57555","CPT","[]"
"institutional","57250","CPT","[]"
"professional","32501","CPT","[]"
"professional","25391","CPT","[]"
"institutional","63082","CPT","[]"
"professional","37213","CPT","[]"
"professional","31590","CPT","[]"
"institutional","33496","CPT","[]"
"professional","E0786","HCPCS","['TC']"
"professional","H0031","HCPCS","['HO']"
"professional","E2616","HCPCS","['UE','RR','KE']"
"professional","54430","CPT","['U1']"
"institutional","02573ZZ","ICD","[]"
"professional","L6200","HCPCS","['NU']"
"professional","85048","CPT","[]"
"professional","44025","CPT","['U1']"
"professional","23412","CPT","[]"
"professional","Q4189","HCPCS","[]"
"institutional","50770","CPT","[]"
"professional","E0117","HCPCS","['KH']"
"professional","78808","CPT","[]"
"professional","J9380","HCPCS","[]"
"institutional","2W3HX3Z","ICD","[]"
"institutional","50075","CPT","[]"
"institutional","0708T","CPT","[]"
"institutional","0298","MS-DRG","[]"
"professional","H2020","HCPCS","['U3']"
"professional","J0889","HCPCS","[]"
"professional","52330","CPT","['U1']"
"professional","J7508","HCPCS","[]"
"professional","42725","CPT","['U1']"
"professional","42820","CPT","[]"
"professional","69005","CPT","[]"
"professional","47541","CPT","['U1']"
"professional","A4420","HCPCS","[]"
"professional","93304","CPT","['26']"
"professional","61682","CPT","[]"
"professional","62141","CPT","[]"
"professional","73700","CPT","[]"
"professional","B9004","HCPCS","['26']"
"professional","85390","CPT","['TC']"
"professional","E1150","HCPCS","['RR']"
"professional","66711","CPT","['U1']"
"professional","86157","CPT","['27']"
"professional","24160","CPT","['U1']"
"professional","95725","CPT","[]"
"professional","87389","CPT","['26']"
"professional","99490","CPT","[]"
"professional","74363","CPT","['27']"
"professional","49424","CPT","[]"
"institutional","22860","CPT","[]"
"professional","22632","CPT","[]"
"professional","65275","CPT","['U1']"
"professional","27120","CPT","[]"
"professional","L3901","HCPCS","['NU']"
"professional","78708","CPT","['TC']"
"institutional","0DH64DZ","ICD","[]"
